freq(fdbf_+66),vel(fdbf_+66),wav(fdbf_+66),freq(fdbf_+56),vel(fdbf_+56),wav(fdbf_+56),freq(fdbf_+51),vel(fdbf_+51),wav(fdbf_+51),freq(fdbf_+48),vel(fdbf_+48),wav(fdbf_+48),freq(fdbf_-2),vel(fdbf_-2),wav(fdbf_-2),freq(fdbf_-5),vel(fdbf_-5),wav(fdbf_-5),freq(fdbf_-10),vel(fdbf_-10),wav(fdbf_-10),freq(fdbf_-20),vel(fdbf_-20),wav(fdbf_-20),freq(fdbf_-30),vel(fdbf_-30),wav(fdbf_-30)
0.625,20.560871604527474,32.89739456724396,0.625,1.3594604476757268,2.175136716281163,0.625,13.325900757382655,21.32144121181225,0.625,2.8368603852111196,4.538976616337791,0.625,1.3602002644701496,2.1763204231522395,0.625,1.288336371115097,2.061338193784155,0.625,1.2745402539825406,2.039264406372065,0.625,20.393114917081203,32.62898386732992,0.625,54.856330978973375,87.7701295663574
0.6875,22.25088089151175,32.364917660380726,0.6875,1.4937815483735881,2.1727731612706735,0.6875,14.427725558942713,20.9857826311894,0.6875,3.118776530866015,4.536402226714204,0.6875,1.495813280993304,2.175728408717533,0.6875,1.4164399085157482,2.060276230568361,0.6875,1.4019942793807945,2.0392644063720646,0.6875,22.072250277900935,32.10509131331045,0.6875,57.80464969906776,84.07949047137129
0.75,23.887052644696325,31.849403526261767,0.75,1.6278110529557064,2.170414737274275,0.75,15.535526764565994,20.714035686087993,0.75,3.4003730667668237,4.533830755689098,0.75,1.6313525372108721,2.175136716281163,0.75,1.544411520747493,2.0592153609966575,0.75,1.5298383579931512,2.0397844773242015,0.75,23.79231061157638,31.72308081543517,0.75,61.13172560607125,81.50896747476166
0.8125,25.572152043826573,31.473417900094244,0.8125,1.7615499099264595,2.1680614276017964,0.8125,16.61500467962746,20.44923652877226,0.8125,2.5889451368409317,3.1863940145734544,0.8125,1.767298581978445,2.175136716281163,0.8125,1.6726818353371231,2.0586853357995363,0.8125,1.6577476610581614,2.040304813610045,0.8125,25.471919130974157,31.350054315045117,0.8125,64.26140223318706,79.09095659469176
0.875,27.217930077449665,31.106205802799618,0.875,1.8949990636809504,2.165713215635372,0.875,17.667231811279557,20.191122070033778,0.875,2.785875054565013,3.1838572052171576,0.875,1.9027271773829344,2.1745453455804964,0.875,1.8008861354579444,2.058155583380508,0.875,1.7857222385036131,2.0408254154327006,0.875,27.11248625000203,30.98569857143089,0.875,67.21074132679911,76.81227580205612
0.9375,28.936988850653652,30.866121440697228,0.9375,2.0281594545272394,2.1633700848290554,0.9375,18.739945392381028,19.98927508520643,0.9375,2.982491654951465,3.1813244319482292,0.9375,2.0375283453160975,2.173363568337171,0.9375,1.9290244720584837,2.0576261035290493,0.9375,1.9137621403082659,2.0413462829954834,0.9375,28.71535756756319,30.62971473873407,0.9375,70.65443058054343,75.36472595257966
1.0,30.512864203953317,30.512864203953317,1.0,2.1616160613225683,2.1616160613225683,1.0,19.791423811368908,19.791423811368908,1.0,3.1787956851421493,3.1787956851421493,1.0,2.1727731612706735,2.1727731612706735,1.0,2.057096896034852,2.057096896034852,1.0,2.041346282995484,2.041346282995484,1.0,30.281817548452135,30.281817548452135,1.0,73.29288704717658,73.29288704717658
1.0625,32.1744311452304,30.281817548452143,1.0625,2.2954763098373188,2.160448291611594,1.0625,20.873435861963493,19.6455866936127,1.0625,3.3747878899052797,3.176270955204969,1.0625,2.307317890749333,2.1715933089405484,1.0625,2.18566545203703,2.057096896034852,1.0625,2.1689304256827016,2.041346282995484,1.0625,31.813092956218462,29.941734547029142,1.0625,76.47217017640686,71.97380722485352
1.125,2.374072349885061,2.1102865332311653,1.125,2.4285363759789904,2.1586990008702136,1.125,21.886253965863794,19.454447969656705,1.125,3.5690527923936197,3.1724913710165508,1.125,2.44171657943356,2.1704147372742755,1.125,2.3142340080392083,2.0570968960348517,1.125,2.2965145683699193,2.041346282995484,1.125,33.43412780593169,29.71922471638372,1.125,78.84210629648203,70.08187226353958
1.1875,2.5033233170618123,2.1080617406836315,1.1875,2.562072076191035,2.157534379950345,1.1875,22.934801487687555,19.313517042263204,1.1875,3.76434726175474,3.169976641477676,1.1875,2.5759694649730744,2.169237444187852,1.1875,2.4428025640413864,2.0570968960348517,1.1875,2.4234801808263318,2.0408254154327006,1.1875,34.9025160720853,29.39159248175604,1.1875,81.78893026207191,68.87488864174477
